family,genus,species,species english
STRUTHIONIDAE,STRUTHIO,Struthio camelus,Common Ostrich
STRUTHIONIDAE,STRUTHIO,Struthio camelus,Common Ostrich
STRUTHIONIDAE,STRUTHIO,Struthio camelus,Common Ostrich
STRUTHIONIDAE,STRUTHIO,Struthio camelus,Common Ostrich
STRUTHIONIDAE,STRUTHIO,Struthio molybdophanes,Somali Ostrich
RHEIDAE,RHEA,Rhea americana,Greater Rhea
RHEIDAE,RHEA,Rhea americana,Greater Rhea
RHEIDAE,RHEA,Rhea americana,Greater Rhea
RHEIDAE,RHEA,Rhea americana,Greater Rhea
RHEIDAE,RHEA,Rhea americana,Greater Rhea
RHEIDAE,RHEA,Rhea pennata,Lesser Rhea
RHEIDAE,RHEA,Rhea pennata,Lesser Rhea
RHEIDAE,RHEA,Rhea pennata,Lesser Rhea
TINAMIDAE,NOTHOCERCUS,Nothocercus julius,Tawny-breasted Tinamou
TINAMIDAE,NOTHOCERCUS,Nothocercus bonapartei,Highland Tinamou
TINAMIDAE,NOTHOCERCUS,Nothocercus bonapartei,Highland Tinamou
TINAMIDAE,NOTHOCERCUS,Nothocercus bonapartei,Highland Tinamou
TINAMIDAE,NOTHOCERCUS,Nothocercus bonapartei,Highland Tinamou
TINAMIDAE,NOTHOCERCUS,Nothocercus bonapartei,Highland Tinamou
TINAMIDAE,NOTHOCERCUS,Nothocercus nigrocapillus,Hooded Tinamou
TINAMIDAE,NOTHOCERCUS,Nothocercus nigrocapillus,Hooded Tinamou
TINAMIDAE,TINAMUS,Tinamus tao,Gray Tinamou
TINAMIDAE,TINAMUS,Tinamus tao,Gray Tinamou
TINAMIDAE,TINAMUS,Tinamus tao,Gray Tinamou
TINAMIDAE,TINAMUS,Tinamus tao,Gray Tinamou
TINAMIDAE,TINAMUS,Tinamus solitarius,Solitary Tinamou
TINAMIDAE,TINAMUS,Tinamus osgoodi,Black Tinamou
TINAMIDAE,TINAMUS,Tinamus osgoodi,Black Tinamou
TINAMIDAE,TINAMUS,Tinamus major,Great Tinamou
TINAMIDAE,TINAMUS,Tinamus major,Great Tinamou
TINAMIDAE,TINAMUS,Tinamus major,Great Tinamou
TINAMIDAE,TINAMUS,Tinamus major,Great Tinamou
TINAMIDAE,TINAMUS,Tinamus major,Great Tinamou
TINAMIDAE,TINAMUS,Tinamus major,Great Tinamou
TINAMIDAE,TINAMUS,Tinamus major,Great Tinamou
TINAMIDAE,TINAMUS,Tinamus major,Great Tinamou
TINAMIDAE,TINAMUS,Tinamus major,Great Tinamou
TINAMIDAE,TINAMUS,Tinamus major,Great Tinamou
TINAMIDAE,TINAMUS,Tinamus major,Great Tinamou
TINAMIDAE,TINAMUS,Tinamus major,Great Tinamou
TINAMIDAE,TINAMUS,Tinamus guttatus,White-throated Tinamou
TINAMIDAE,CRYPTURELLUS,Crypturellus berlepschi,Berlepsch's Tinamou
TINAMIDAE,CRYPTURELLUS,Crypturellus cinereus,Cinereous Tinamou
TINAMIDAE,CRYPTURELLUS,Crypturellus ptaritepui,Tepui Tinamou
TINAMIDAE,CRYPTURELLUS,Crypturellus soui,Little Tinamou
TINAMIDAE,CRYPTURELLUS,Crypturellus soui,Little Tinamou
TINAMIDAE,CRYPTURELLUS,Crypturellus soui,Little Tinamou
TINAMIDAE,CRYPTURELLUS,Crypturellus soui,Little Tinamou
TINAMIDAE,CRYPTURELLUS,Crypturellus soui,Little Tinamou
TINAMIDAE,CRYPTURELLUS,Crypturellus soui,Little Tinamou
TINAMIDAE,CRYPTURELLUS,Crypturellus soui,Little Tinamou
TINAMIDAE,CRYPTURELLUS,Crypturellus soui,Little Tinamou
TINAMIDAE,CRYPTURELLUS,Crypturellus soui,Little Tinamou
TINAMIDAE,CRYPTURELLUS,Crypturellus soui,Little Tinamou
TINAMIDAE,CRYPTURELLUS,Crypturellus soui,Little Tinamou
TINAMIDAE,CRYPTURELLUS,Crypturellus soui,Little Tinamou
TINAMIDAE,CRYPTURELLUS,Crypturellus soui,Little Tinamou
TINAMIDAE,CRYPTURELLUS,Crypturellus soui,Little Tinamou
TINAMIDAE,CRYPTURELLUS,Crypturellus obsoletus,Brown Tinamou
TINAMIDAE,CRYPTURELLUS,Crypturellus obsoletus,Brown Tinamou
TINAMIDAE,CRYPTURELLUS,Crypturellus obsoletus,Brown Tinamou
TINAMIDAE,CRYPTURELLUS,Crypturellus obsoletus,Brown Tinamou
TINAMIDAE,CRYPTURELLUS,Crypturellus obsoletus,Brown Tinamou
TINAMIDAE,CRYPTURELLUS,Crypturellus obsoletus,Brown Tinamou
TINAMIDAE,CRYPTURELLUS,Crypturellus obsoletus,Brown Tinamou
TINAMIDAE,CRYPTURELLUS,Crypturellus obsoletus,Brown Tinamou
TINAMIDAE,CRYPTURELLUS,Crypturellus obsoletus,Brown Tinamou
TINAMIDAE,CRYPTURELLUS,Crypturellus undulatus,Undulated Tinamou
TINAMIDAE,CRYPTURELLUS,Crypturellus undulatus,Undulated Tinamou
TINAMIDAE,CRYPTURELLUS,Crypturellus undulatus,Undulated Tinamou
TINAMIDAE,CRYPTURELLUS,Crypturellus undulatus,Undulated Tinamou
TINAMIDAE,CRYPTURELLUS,Crypturellus undulatus,Undulated Tinamou
TINAMIDAE,CRYPTURELLUS,Crypturellus undulatus,Undulated Tinamou
TINAMIDAE,CRYPTURELLUS,Crypturellus strigulosus,Brazilian Tinamou
TINAMIDAE,CRYPTURELLUS,Crypturellus duidae,Gray-legged Tinamou
TINAMIDAE,CRYPTURELLUS,Crypturellus erythropus,Red-legged Tinamou
TINAMIDAE,CRYPTURELLUS,Crypturellus erythropus,Red-legged Tinamou
TINAMIDAE,CRYPTURELLUS,Crypturellus erythropus,Red-legged Tinamou
TINAMIDAE,CRYPTURELLUS,Crypturellus erythropus,Red-legged Tinamou
TINAMIDAE,CRYPTURELLUS,Crypturellus erythropus,Red-legged Tinamou
TINAMIDAE,CRYPTURELLUS,Crypturellus erythropus,Red-legged Tinamou
TINAMIDAE,CRYPTURELLUS,Crypturellus erythropus,Red-legged Tinamou
TINAMIDAE,CRYPTURELLUS,Crypturellus noctivagus,Yellow-legged Tinamou
TINAMIDAE,CRYPTURELLUS,Crypturellus noctivagus,Yellow-legged Tinamou
TINAMIDAE,CRYPTURELLUS,Crypturellus atrocapillus,Black-capped Tinamou
TINAMIDAE,CRYPTURELLUS,Crypturellus atrocapillus,Black-capped Tinamou
TINAMIDAE,CRYPTURELLUS,Crypturellus cinnamomeus,Thicket Tinamou
TINAMIDAE,CRYPTURELLUS,Crypturellus cinnamomeus,Thicket Tinamou
TINAMIDAE,CRYPTURELLUS,Crypturellus cinnamomeus,Thicket Tinamou
TINAMIDAE,CRYPTURELLUS,Crypturellus cinnamomeus,Thicket Tinamou
TINAMIDAE,CRYPTURELLUS,Crypturellus cinnamomeus,Thicket Tinamou
TINAMIDAE,CRYPTURELLUS,Crypturellus cinnamomeus,Thicket Tinamou
TINAMIDAE,CRYPTURELLUS,Crypturellus cinnamomeus,Thicket Tinamou
TINAMIDAE,CRYPTURELLUS,Crypturellus cinnamomeus,Thicket Tinamou
TINAMIDAE,CRYPTURELLUS,Crypturellus cinnamomeus,Thicket Tinamou
TINAMIDAE,CRYPTURELLUS,Crypturellus transfasciatus,Pale-browed Tinamou
TINAMIDAE,CRYPTURELLUS,Crypturellus boucardi,Slaty-breasted Tinamou
TINAMIDAE,CRYPTURELLUS,Crypturellus boucardi,Slaty-breasted Tinamou
TINAMIDAE,CRYPTURELLUS,Crypturellus kerriae,Choco Tinamou
TINAMIDAE,CRYPTURELLUS,Crypturellus variegatus,Variegated Tinamou
TINAMIDAE,CRYPTURELLUS,Crypturellus brevirostris,Rusty Tinamou
TINAMIDAE,CRYPTURELLUS,Crypturellus bartletti,Bartlett's Tinamou
TINAMIDAE,CRYPTURELLUS,Crypturellus casiquiare,Barred Tinamou
TINAMIDAE,CRYPTURELLUS,Crypturellus parvirostris,Small-billed Tinamou
TINAMIDAE,CRYPTURELLUS,Crypturellus tataupa,Tataupa Tinamou
TINAMIDAE,CRYPTURELLUS,Crypturellus tataupa,Tataupa Tinamou
TINAMIDAE,CRYPTURELLUS,Crypturellus tataupa,Tataupa Tinamou
TINAMIDAE,CRYPTURELLUS,Crypturellus tataupa,Tataupa Tinamou
TINAMIDAE,RHYNCHOTUS,Rhynchotus rufescens,Red-winged Tinamou
TINAMIDAE,RHYNCHOTUS,Rhynchotus rufescens,Red-winged Tinamou
TINAMIDAE,RHYNCHOTUS,Rhynchotus rufescens,Red-winged Tinamou
TINAMIDAE,RHYNCHOTUS,Rhynchotus maculicollis,Huayco Tinamou
TINAMIDAE,NOTHOPROCTA,Nothoprocta taczanowskii,Taczanowski's Tinamou
TINAMIDAE,NOTHOPROCTA,Nothoprocta ornata,Ornate Tinamou
TINAMIDAE,NOTHOPROCTA,Nothoprocta ornata,Ornate Tinamou
TINAMIDAE,NOTHOPROCTA,Nothoprocta ornata,Ornate Tinamou
TINAMIDAE,NOTHOPROCTA,Nothoprocta perdicaria,Chilean Tinamou
TINAMIDAE,NOTHOPROCTA,Nothoprocta perdicaria,Chilean Tinamou
TINAMIDAE,NOTHOPROCTA,Nothoprocta cinerascens,Brushland Tinamou
TINAMIDAE,NOTHOPROCTA,Nothoprocta cinerascens,Brushland Tinamou
TINAMIDAE,NOTHOPROCTA,Nothoprocta pentlandii,Andean Tinamou
TINAMIDAE,NOTHOPROCTA,Nothoprocta pentlandii,Andean Tinamou
TINAMIDAE,NOTHOPROCTA,Nothoprocta pentlandii,Andean Tinamou
TINAMIDAE,NOTHOPROCTA,Nothoprocta pentlandii,Andean Tinamou
TINAMIDAE,NOTHOPROCTA,Nothoprocta pentlandii,Andean Tinamou
TINAMIDAE,NOTHOPROCTA,Nothoprocta pentlandii,Andean Tinamou
TINAMIDAE,NOTHOPROCTA,Nothoprocta pentlandii,Andean Tinamou
TINAMIDAE,NOTHOPROCTA,Nothoprocta pentlandii,Andean Tinamou
TINAMIDAE,NOTHOPROCTA,Nothoprocta curvirostris,Curve-billed Tinamou
TINAMIDAE,NOTHOPROCTA,Nothoprocta curvirostris,Curve-billed Tinamou
TINAMIDAE,NOTHURA,Nothura boraquira,White-bellied Nothura
TINAMIDAE,NOTHURA,Nothura minor,Lesser Nothura
TINAMIDAE,NOTHURA,Nothura darwinii,Darwin's Nothura
TINAMIDAE,NOTHURA,Nothura darwinii,Darwin's Nothura
TINAMIDAE,NOTHURA,Nothura darwinii,Darwin's Nothura
TINAMIDAE,NOTHURA,Nothura darwinii,Darwin's Nothura
TINAMIDAE,NOTHURA,Nothura darwinii,Darwin's Nothura
TINAMIDAE,NOTHURA,Nothura maculosa,Spotted Nothura
TINAMIDAE,NOTHURA,Nothura maculosa,Spotted Nothura
TINAMIDAE,NOTHURA,Nothura maculosa,Spotted Nothura
TINAMIDAE,NOTHURA,Nothura maculosa,Spotted Nothura
TINAMIDAE,NOTHURA,Nothura maculosa,Spotted Nothura
TINAMIDAE,NOTHURA,Nothura maculosa,Spotted Nothura
TINAMIDAE,NOTHURA,Nothura maculosa,Spotted Nothura
TINAMIDAE,NOTHURA,Nothura maculosa,Spotted Nothura
TINAMIDAE,NOTHURA,Nothura chacoensis,Chaco Nothura
TINAMIDAE,TAONISCUS,Taoniscus nanus,Dwarf Tinamou
TINAMIDAE,EUDROMIA,Eudromia elegans,Elegant Crested Tinamou
TINAMIDAE,EUDROMIA,Eudromia elegans,Elegant Crested Tinamou
TINAMIDAE,EUDROMIA,Eudromia elegans,Elegant Crested Tinamou
TINAMIDAE,EUDROMIA,Eudromia elegans,Elegant Crested Tinamou
TINAMIDAE,EUDROMIA,Eudromia elegans,Elegant Crested Tinamou
TINAMIDAE,EUDROMIA,Eudromia elegans,Elegant Crested Tinamou
TINAMIDAE,EUDROMIA,Eudromia elegans,Elegant Crested Tinamou
TINAMIDAE,EUDROMIA,Eudromia elegans,Elegant Crested Tinamou
TINAMIDAE,EUDROMIA,Eudromia elegans,Elegant Crested Tinamou
TINAMIDAE,EUDROMIA,Eudromia elegans,Elegant Crested Tinamou
TINAMIDAE,EUDROMIA,Eudromia formosa,Quebracho Crested Tinamou
TINAMIDAE,EUDROMIA,Eudromia formosa,Quebracho Crested Tinamou
TINAMIDAE,TINAMOTIS,Tinamotis pentlandii,Puna Tinamou
TINAMIDAE,TINAMOTIS,Tinamotis ingoufi,Patagonian Tinamou
APTERYGIDAE,APTERYX,Apteryx haastii,Great Spotted Kiwi
APTERYGIDAE,APTERYX,Apteryx owenii,Little Spotted Kiwi
APTERYGIDAE,APTERYX,Apteryx mantelli,Northern Brown Kiwi
APTERYGIDAE,APTERYX,Apteryx australis,Southern Brown Kiwi
APTERYGIDAE,APTERYX,Apteryx australis,Southern Brown Kiwi
APTERYGIDAE,APTERYX,Apteryx rowi,Okarito Brown Kiwi
CASUARIIDAE,CASUARIUS,Casuarius bennetti,Dwarf Cassowary
CASUARIIDAE,CASUARIUS,Casuarius bennetti,Dwarf Cassowary
CASUARIIDAE,CASUARIUS,Casuarius unappendiculatus,Northern Cassowary
CASUARIIDAE,CASUARIUS,Casuarius casuarius,Southern Cassowary
CASUARIIDAE,DROMAIUS,Dromaius novaehollandiae,Emu
CASUARIIDAE,DROMAIUS,Dromaius novaehollandiae,Emu
CASUARIIDAE,DROMAIUS,Dromaius minor,King Island Emu
CASUARIIDAE,DROMAIUS,Dromaius baudinianus,Kangaroo Island Emu
ANHIMIDAE,ANHIMA,Anhima cornuta,Horned Screamer
ANHIMIDAE,CHAUNA,Chauna chavaria,Northern Screamer
ANHIMIDAE,CHAUNA,Chauna torquata,Southern Screamer
ANSERANATIDAE,ANSERANAS,Anseranas semipalmata,Magpie Goose
ANATIDAE,DENDROCYGNA,Dendrocygna viduata,White-faced Whistling Duck
ANATIDAE,DENDROCYGNA,Dendrocygna autumnalis,Black-bellied Whistling Duck
ANATIDAE,DENDROCYGNA,Dendrocygna autumnalis,Black-bellied Whistling Duck
ANATIDAE,DENDROCYGNA,Dendrocygna guttata,Spotted Whistling Duck
ANATIDAE,DENDROCYGNA,Dendrocygna arborea,West Indian Whistling Duck
ANATIDAE,DENDROCYGNA,Dendrocygna bicolor,Fulvous Whistling Duck
ANATIDAE,DENDROCYGNA,Dendrocygna eytoni,Plumed Whistling Duck
ANATIDAE,DENDROCYGNA,Dendrocygna arcuata,Wandering Whistling Duck
ANATIDAE,DENDROCYGNA,Dendrocygna arcuata,Wandering Whistling Duck
ANATIDAE,DENDROCYGNA,Dendrocygna arcuata,Wandering Whistling Duck
ANATIDAE,DENDROCYGNA,Dendrocygna javanica,Lesser Whistling Duck
ANATIDAE,HETERONETTA,Heteronetta atricapilla,Black-headed Duck
ANATIDAE,NOMONYX,Nomonyx dominicus,Masked Duck
ANATIDAE,OXYURA,Oxyura jamaicensis,Ruddy Duck
ANATIDAE,OXYURA,Oxyura jamaicensis,Ruddy Duck
ANATIDAE,OXYURA,Oxyura jamaicensis,Ruddy Duck
ANATIDAE,OXYURA,Oxyura vittata,Lake Duck
ANATIDAE,OXYURA,Oxyura australis,Blue-billed Duck
ANATIDAE,OXYURA,Oxyura maccoa,Maccoa Duck
ANATIDAE,OXYURA,Oxyura leucocephala,White-headed Duck
ANATIDAE,MALACORHYNCHUS,Malacorhynchus membranaceus,Pink-eared Duck
ANATIDAE,CEREOPSIS,Cereopsis novaehollandiae,Cape Barren Goose
ANATIDAE,CEREOPSIS,Cereopsis novaehollandiae,Cape Barren Goose
ANATIDAE,COSCOROBA,Coscoroba coscoroba,Coscoroba Swan
ANATIDAE,CYGNUS,Cygnus melancoryphus,Black-necked Swan
ANATIDAE,CYGNUS,Cygnus atratus,Black Swan
ANATIDAE,CYGNUS,Cygnus olor,Mute Swan
ANATIDAE,CYGNUS,Cygnus buccinator,Trumpeter Swan
ANATIDAE,CYGNUS,Cygnus columbianus,Tundra Swan
ANATIDAE,CYGNUS,Cygnus columbianus,Tundra Swan
ANATIDAE,CYGNUS,Cygnus cygnus,Whooper Swan
ANATIDAE,BRANTA,Branta bernicla,Brent Goose
ANATIDAE,BRANTA,Branta bernicla,Brent Goose
ANATIDAE,BRANTA,Branta bernicla,Brent Goose
ANATIDAE,BRANTA,Branta leucopsis,Barnacle Goose
ANATIDAE,BRANTA,Branta ruficollis,Red-breasted Goose
ANATIDAE,BRANTA,Branta hutchinsii,Cackling Goose
ANATIDAE,BRANTA,Branta hutchinsii,Cackling Goose
ANATIDAE,BRANTA,Branta hutchinsii,Cackling Goose
ANATIDAE,BRANTA,Branta hutchinsii,Cackling Goose
ANATIDAE,BRANTA,Branta sandvicensis,Hawaiian Goose
ANATIDAE,BRANTA,Branta canadensis,Canada Goose
ANATIDAE,BRANTA,Branta canadensis,Canada Goose
ANATIDAE,BRANTA,Branta canadensis,Canada Goose
ANATIDAE,BRANTA,Branta canadensis,Canada Goose
ANATIDAE,BRANTA,Branta canadensis,Canada Goose
ANATIDAE,BRANTA,Branta canadensis,Canada Goose
ANATIDAE,BRANTA,Branta canadensis,Canada Goose
ANATIDAE,ANSER,Anser canagicus,Emperor Goose
ANATIDAE,ANSER,Anser caerulescens,Snow Goose
ANATIDAE,ANSER,Anser caerulescens,Snow Goose
ANATIDAE,ANSER,Anser rossii,Ross's Goose
ANATIDAE,ANSER,Anser indicus,Bar-headed Goose
ANATIDAE,ANSER,Anser brachyrhynchus,Pink-footed Goose
ANATIDAE,ANSER,Anser anser,Greylag Goose
ANATIDAE,ANSER,Anser anser,Greylag Goose
ANATIDAE,ANSER,Anser cygnoid,Swan Goose
ANATIDAE,ANSER,Anser fabalis,Bean Goose
ANATIDAE,ANSER,Anser fabalis,Bean Goose
ANATIDAE,ANSER,Anser fabalis,Bean Goose
ANATIDAE,ANSER,Anser fabalis,Bean Goose
ANATIDAE,ANSER,Anser fabalis,Bean Goose
ANATIDAE,ANSER,Anser albifrons,Greater White-fronted Goose
ANATIDAE,ANSER,Anser albifrons,Greater White-fronted Goose
ANATIDAE,ANSER,Anser albifrons,Greater White-fronted Goose
ANATIDAE,ANSER,Anser albifrons,Greater White-fronted Goose
ANATIDAE,ANSER,Anser albifrons,Greater White-fronted Goose
ANATIDAE,ANSER,Anser erythropus,Lesser White-fronted Goose
ANATIDAE,CLANGULA,Clangula hyemalis,Long-tailed Duck
ANATIDAE,SOMATERIA,Somateria fischeri,Spectacled Eider
ANATIDAE,SOMATERIA,Somateria spectabilis,King Eider
ANATIDAE,SOMATERIA,Somateria mollissima,Common Eider
ANATIDAE,SOMATERIA,Somateria mollissima,Common Eider
ANATIDAE,SOMATERIA,Somateria mollissima,Common Eider
ANATIDAE,SOMATERIA,Somateria mollissima,Common Eider
ANATIDAE,SOMATERIA,Somateria mollissima,Common Eider
ANATIDAE,SOMATERIA,Somateria mollissima,Common Eider
ANATIDAE,POLYSTICTA,Polysticta stelleri,Steller's Eider
ANATIDAE,MELANITTA,Melanitta perspicillata,Surf Scoter
ANATIDAE,MELANITTA,Melanitta fusca,Velvet Scoter
ANATIDAE,MELANITTA,Melanitta fusca,Velvet Scoter
ANATIDAE,MELANITTA,Melanitta fusca,Velvet Scoter
ANATIDAE,MELANITTA,Melanitta nigra,Common Scoter
ANATIDAE,MELANITTA,Melanitta americana,Black Scoter
ANATIDAE,BUCEPHALA,Bucephala albeola,Bufflehead
ANATIDAE,BUCEPHALA,Bucephala clangula,Common Goldeneye
ANATIDAE,BUCEPHALA,Bucephala clangula,Common Goldeneye
ANATIDAE,BUCEPHALA,Bucephala islandica,Barrow's Goldeneye
ANATIDAE,MERGELLUS,Mergellus albellus,Smew
ANATIDAE,LOPHODYTES,Lophodytes cucullatus,Hooded Merganser
ANATIDAE,MERGUS,Mergus merganser,Goosander
ANATIDAE,MERGUS,Mergus merganser,Goosander
ANATIDAE,MERGUS,Mergus merganser,Goosander
ANATIDAE,MERGUS,Mergus squamatus,Scaly-sided Merganser
ANATIDAE,MERGUS,Mergus serrator,Red-breasted Merganser
ANATIDAE,MERGUS,Mergus australis,Auckland Island Merganser
ANATIDAE,MERGUS,Mergus octosetaceus,Brazilian Merganser
ANATIDAE,HISTRIONICUS,Histrionicus histrionicus,Harlequin Duck
ANATIDAE,CAMPTORHYNCHUS,Camptorhynchus labradorius,Labrador Duck
ANATIDAE,NEOCHEN,Neochen jubata,Orinoco Goose
ANATIDAE,CHLOEPHAGA,Chloephaga melanoptera,Andean Goose
ANATIDAE,CHLOEPHAGA,Chloephaga picta,Upland Goose
ANATIDAE,CHLOEPHAGA,Chloephaga picta,Upland Goose
ANATIDAE,CHLOEPHAGA,Chloephaga hybrida,Kelp Goose
ANATIDAE,CHLOEPHAGA,Chloephaga hybrida,Kelp Goose
ANATIDAE,CHLOEPHAGA,Chloephaga poliocephala,Ashy-headed Goose
ANATIDAE,CHLOEPHAGA,Chloephaga rubidiceps,Ruddy-headed Goose
ANATIDAE,RADJAH,Radjah radjah,Radjah Shelduck
ANATIDAE,RADJAH,Radjah radjah,Radjah Shelduck
ANATIDAE,ALOPOCHEN,Alopochen aegyptiaca,Egyptian Goose
ANATIDAE,TADORNA,Tadorna tadorna,Common Shelduck
ANATIDAE,TADORNA,Tadorna ferruginea,Ruddy Shelduck
ANATIDAE,TADORNA,Tadorna cana,South African Shelduck
ANATIDAE,TADORNA,Tadorna tadornoides,Australian Shelduck
ANATIDAE,TADORNA,Tadorna variegata,Paradise Shelduck
ANATIDAE,TADORNA,Tadorna cristata,Crested Shelduck
ANATIDAE,PTERONETTA,Pteronetta hartlaubii,Hartlaub's Duck
ANATIDAE,CYANOCHEN,Cyanochen cyanoptera,Blue-winged Goose
ANATIDAE,MARMARONETTA,Marmaronetta angustirostris,Marbled Teal
ANATIDAE,ASARCORNIS,Asarcornis scutulata,White-winged Duck
ANATIDAE,NETTA,Netta rufina,Red-crested Pochard
ANATIDAE,NETTA,Netta peposaca,Rosy-billed Pochard
ANATIDAE,NETTA,Netta erythrophthalma,Southern Pochard
ANATIDAE,NETTA,Netta erythrophthalma,Southern Pochard
ANATIDAE,AYTHYA,Aythya ferina,Common Pochard
ANATIDAE,AYTHYA,Aythya valisineria,Canvasback
ANATIDAE,AYTHYA,Aythya americana,Redhead
ANATIDAE,AYTHYA,Aythya australis,Hardhead
ANATIDAE,AYTHYA,Aythya australis,Hardhead
ANATIDAE,AYTHYA,Aythya innotata,Madagascar Pochard
ANATIDAE,AYTHYA,Aythya baeri,Baer's Pochard
ANATIDAE,AYTHYA,Aythya nyroca,Ferruginous Duck
ANATIDAE,AYTHYA,Aythya novaeseelandiae,New Zealand Scaup
ANATIDAE,AYTHYA,Aythya collaris,Ring-necked Duck
ANATIDAE,AYTHYA,Aythya fuligula,Tufted Duck
ANATIDAE,AYTHYA,Aythya marila,Greater Scaup
ANATIDAE,AYTHYA,Aythya marila,Greater Scaup
ANATIDAE,AYTHYA,Aythya affinis,Lesser Scaup
ANATIDAE,RHODONESSA,Rhodonessa caryophyllacea,Pink-headed Duck
ANATIDAE,TACHYERES,Tachyeres patachonicus,Flying Steamer Duck
ANATIDAE,TACHYERES,Tachyeres pteneres,Magellanic Steamer Duck
ANATIDAE,TACHYERES,Tachyeres brachypterus,Falkland Steamer Duck
ANATIDAE,TACHYERES,Tachyeres leucocephalus,White-headed Steamer Duck
ANATIDAE,LOPHONETTA,Lophonetta specularioides,Crested Duck
ANATIDAE,LOPHONETTA,Lophonetta specularioides,Crested Duck
ANATIDAE,SPECULANAS,Speculanas specularis,Spectacled Duck
ANATIDAE,AMAZONETTA,Amazonetta brasiliensis,Brazilian Teal
ANATIDAE,AMAZONETTA,Amazonetta brasiliensis,Brazilian Teal
ANATIDAE,SPATULA,Spatula querquedula,Garganey
ANATIDAE,SPATULA,Spatula hottentota,Hottentot Teal
ANATIDAE,SPATULA,Spatula puna,Puna Teal
ANATIDAE,SPATULA,Spatula versicolor,Silver Teal
ANATIDAE,SPATULA,Spatula versicolor,Silver Teal
ANATIDAE,SPATULA,Spatula platalea,Red Shoveler
ANATIDAE,SPATULA,Spatula smithii,Cape Shoveler
ANATIDAE,SPATULA,Spatula rhynchotis,Australasian Shoveler
ANATIDAE,SPATULA,Spatula rhynchotis,Australasian Shoveler
ANATIDAE,SPATULA,Spatula clypeata,Northern Shoveler
ANATIDAE,SPATULA,Spatula cyanoptera,Cinnamon Teal
ANATIDAE,SPATULA,Spatula cyanoptera,Cinnamon Teal
ANATIDAE,SPATULA,Spatula cyanoptera,Cinnamon Teal
ANATIDAE,SPATULA,Spatula cyanoptera,Cinnamon Teal
ANATIDAE,SPATULA,Spatula cyanoptera,Cinnamon Teal
ANATIDAE,SPATULA,Spatula discors,Blue-winged Teal
ANATIDAE,SIBIRIONETTA,Sibirionetta formosa,Baikal Teal
ANATIDAE,MARECA,Mareca falcata,Falcated Duck
ANATIDAE,MARECA,Mareca strepera,Gadwall
ANATIDAE,MARECA,Mareca strepera,Gadwall
ANATIDAE,MARECA,Mareca penelope,Eurasian Wigeon
ANATIDAE,MARECA,Mareca americana,American Wigeon
ANATIDAE,MARECA,Mareca sibilatrix,Chiloe Wigeon
ANATIDAE,ANAS,Anas sparsa,African Black Duck
ANATIDAE,ANAS,Anas sparsa,African Black Duck
ANATIDAE,ANAS,Anas undulata,Yellow-billed Duck
ANATIDAE,ANAS,Anas undulata,Yellow-billed Duck
ANATIDAE,ANAS,Anas melleri,Meller's Duck
ANATIDAE,ANAS,Anas superciliosa,Pacific Black Duck
ANATIDAE,ANAS,Anas superciliosa,Pacific Black Duck
ANATIDAE,ANAS,Anas luzonica,Philippine Duck
ANATIDAE,ANAS,Anas laysanensis,Laysan Duck
ANATIDAE,ANAS,Anas zonorhyncha,Chinese Spot-billed Duck
ANATIDAE,ANAS,Anas poecilorhyncha,Indian Spot-billed Duck
ANATIDAE,ANAS,Anas poecilorhyncha,Indian Spot-billed Duck
ANATIDAE,ANAS,Anas platyrhynchos,Mallard
ANATIDAE,ANAS,Anas platyrhynchos,Mallard
ANATIDAE,ANAS,Anas platyrhynchos,Mallard
ANATIDAE,ANAS,Anas rubripes,American Black Duck
ANATIDAE,ANAS,Anas fulvigula,Mottled Duck
ANATIDAE,ANAS,Anas fulvigula,Mottled Duck
ANATIDAE,ANAS,Anas wyvilliana,Hawaiian Duck
ANATIDAE,ANAS,Anas gibberifrons,Grey Teal
ANATIDAE,ANAS,Anas gibberifrons,Grey Teal
ANATIDAE,ANAS,Anas gibberifrons,Grey Teal
ANATIDAE,ANAS,Anas gibberifrons,Grey Teal
ANATIDAE,ANAS,Anas castanea,Chestnut-breasted Teal
ANATIDAE,ANAS,Anas aucklandica,New Zealand Teal
ANATIDAE,ANAS,Anas aucklandica,New Zealand Teal
ANATIDAE,ANAS,Anas aucklandica,New Zealand Teal
ANATIDAE,ANAS,Anas bernieri,Madagascar Teal
ANATIDAE,ANAS,Anas capensis,Cape Teal
ANATIDAE,ANAS,Anas bahamensis,White-cheeked Pintail
ANATIDAE,ANAS,Anas bahamensis,White-cheeked Pintail
ANATIDAE,ANAS,Anas bahamensis,White-cheeked Pintail
ANATIDAE,ANAS,Anas erythrorhyncha,Red-billed Teal
ANATIDAE,ANAS,Anas acuta,Northern Pintail
ANATIDAE,ANAS,Anas georgica,Yellow-billed Pintail
ANATIDAE,ANAS,Anas georgica,Yellow-billed Pintail
ANATIDAE,ANAS,Anas georgica,Yellow-billed Pintail
ANATIDAE,ANAS,Anas eatoni,Kerguelen Pintail
ANATIDAE,ANAS,Anas eatoni,Kerguelen Pintail
ANATIDAE,ANAS,Anas crecca,Common Teal
ANATIDAE,ANAS,Anas crecca,Common Teal
ANATIDAE,ANAS,Anas andium,Andean Teal
ANATIDAE,ANAS,Anas andium,Andean Teal
ANATIDAE,ANAS,Anas flavirostris,Speckled Teal
